Order_ID,City,Order_Date,Category,Amount,Delivery_Time_Min,Delivery_Status,Customer_Rating,Delivery_Partner,Payment_Method
O-100579,Chennai,2024-01-25 03:00:00,Snacks,695,26,On-Time,4,DP-047,COD
O-100580,Mumbai,2024-01-25 04:00:00,Beverages,377,9,On-Time,3,DP-048,Card
O-100581,Bangalore,2024-01-25 05:00:00,Snacks,877,17,Late,2,DP-013,Card
O-100582,Pune,2024-01-25 06:00:00,Snacks,1038,25,Late,1,DP-037,Card
O-100583,Hyderabad,2024-01-25 07:00:00,Snacks,143,24,Late,4,DP-003,Card
O-100584,Chennai,2024-01-25 08:00:00,Beverages,270,12,On-Time,3,DP-032,COD
O-100585,Bangalore,2024-01-25 09:00:00,Household,214,19,On-Time,1,DP-035,UPI
O-100586,Hyderabad,2024-01-25 10:00:00,Snacks,357,13,On-Time,2,DP-019,UPI
O-100587,Bangalore,2024-01-25 11:00:00,Bakery,386,29,Late,5,DP-014,Card
O-100588,Delhi,2024-01-25 12:00:00,Beverages,820,16,On-Time,5,DP-048,COD
O-100589,Bangalore,2024-01-25 13:00:00,Snacks,351,27,On-Time,3,DP-022,COD
O-100590,Pune,2024-01-25 14:00:00,Household,135,8,Late,1,DP-017,Card
O-100591,Bangalore,2024-01-25 15:00:00,Beverages,126,29,On-Time,4,DP-004,UPI
O-100592,Bangalore,2024-01-25 16:00:00,Dairy,227,22,On-Time,1,DP-045,Card
O-100593,Pune,2024-01-25 17:00:00,Household,618,28,On-Time,5,DP-040,COD
O-100594,Chennai,2024-01-25 18:00:00,Bakery,641,33,On-Time,3,DP-019,COD
O-100595,Bangalore,2024-01-25 19:00:00,Snacks,696,13,On-Time,2,DP-037,UPI
O-100596,Pune,2024-01-25 20:00:00,Dairy,388,26,On-Time,1,DP-002,COD
O-100597,Hyderabad,2024-01-25 21:00:00,Dairy,881,25,On-Time,5,DP-015,COD
O-100598,Delhi,2024-01-25 22:00:00,Beverages,922,13,On-Time,4,DP-002,COD
O-100599,Delhi,2024-01-25 23:00:00,Dairy,171,20,On-Time,3,DP-011,UPI
O-100600,Bangalore,2024-01-26 00:00:00,Bakery,955,8,On-Time,2,DP-045,COD
O-100601,Chennai,2024-01-26 01:00:00,Bakery,903,30,Late,1,DP-023,Card
O-100602,Chennai,2024-01-26 02:00:00,Fruits & Veg,211,30,On-Time,4,DP-010,UPI
O-100603,Hyderabad,2024-01-26 03:00:00,Bakery,1104,33,On-Time,2,DP-003,Card
O-100604,Bangalore,2024-01-26 04:00:00,Household,1085,20,Late,5,DP-005,Card
O-100605,Delhi,2024-01-26 05:00:00,Dairy,183,14,On-Time,5,DP-003,UPI
O-100606,Chennai,2024-01-26 06:00:00,Bakery,621,22,Cancel,4,DP-038,Card
O-100607,Bangalore,2024-01-26 07:00:00,Beverages,1137,19,Late,5,DP-013,UPI
O-100608,Chennai,2024-01-26 08:00:00,Fruits & Veg,736,34,On-Time,3,DP-042,Card
O-100609,Pune,2024-01-26 09:00:00,Dairy,499,33,Cancel,4,DP-019,UPI
O-100610,Chennai,2024-01-26 10:00:00,Fruits & Veg,704,8,On-Time,5,DP-040,COD
O-100611,Delhi,2024-01-26 11:00:00,Dairy,335,22,On-Time,1,DP-050,COD
O-100612,Mumbai,2024-01-26 12:00:00,Beverages,161,11,On-Time,5,DP-035,Card
O-100613,Hyderabad,2024-01-26 13:00:00,Fruits & Veg,539,20,On-Time,3,DP-024,COD
O-100614,Hyderabad,2024-01-26 14:00:00,Snacks,150,30,Late,2,DP-024,UPI
O-100615,Delhi,2024-01-26 15:00:00,Household,545,34,On-Time,2,DP-017,Card
O-100616,Chennai,2024-01-26 16:00:00,Household,488,32,On-Time,5,DP-040,COD
O-100617,Bangalore,2024-01-26 17:00:00,Dairy,899,12,On-Time,2,DP-010,COD
O-100618,Chennai,2024-01-26 18:00:00,Snacks,969,9,On-Time,5,DP-002,Card
O-100619,Delhi,2024-01-26 19:00:00,Fruits & Veg,800,30,On-Time,3,DP-044,COD
O-100620,Hyderabad,2024-01-26 20:00:00,Snacks,531,33,On-Time,2,DP-023,COD
O-100621,Chennai,2024-01-26 21:00:00,Snacks,727,8,Late,1,DP-006,Card
O-100622,Hyderabad,2024-01-26 22:00:00,Fruits & Veg,746,23,On-Time,5,DP-002,COD
O-100623,Bangalore,2024-01-26 23:00:00,Beverages,569,30,Late,2,DP-021,COD
O-100624,Hyderabad,2024-01-27 00:00:00,Snacks,1143,13,On-Time,3,DP-035,COD
O-100625,Hyderabad,2024-01-27 01:00:00,Snacks,671,30,Late,3,DP-049,COD
O-100626,Mumbai,2024-01-27 02:00:00,Beverages,524,23,On-Time,1,DP-029,Card
O-100627,Mumbai,2024-01-27 03:00:00,Snacks,559,21,On-Time,3,DP-007,UPI
O-100628,Pune,2024-01-27 04:00:00,Snacks,720,33,On-Time,3,DP-029,UPI
O-100629,Mumbai,2024-01-27 05:00:00,Snacks,694,10,Late,2,DP-037,COD
O-100630,Hyderabad,2024-01-27 06:00:00,Household,1116,22,On-Time,5,DP-023,COD
O-100631,Delhi,2024-01-27 07:00:00,Bakery,736,10,Cancel,4,DP-033,UPI
O-100632,Hyderabad,2024-01-27 08:00:00,Beverages,832,30,On-Time,3,DP-008,COD
O-100633,Delhi,2024-01-27 09:00:00,Snacks,363,9,On-Time,3,DP-012,UPI
O-100634,Delhi,2024-01-27 10:00:00,Household,795,8,On-Time,4,DP-046,Card
O-100635,Mumbai,2024-01-27 11:00:00,Beverages,712,16,Cancel,3,DP-048,Card
O-100636,Chennai,2024-01-27 12:00:00,Dairy,309,16,On-Time,2,DP-010,Card
O-100637,Bangalore,2024-01-27 13:00:00,Dairy,490,30,Late,2,DP-015,Card
O-100638,Mumbai,2024-01-27 14:00:00,Snacks,1012,14,Late,4,DP-024,Card
O-100639,Mumbai,2024-01-27 15:00:00,Household,573,10,On-Time,3,DP-026,Card
O-100640,Chennai,2024-01-27 16:00:00,Household,1048,33,On-Time,3,DP-047,UPI
O-100641,Bangalore,2024-01-27 17:00:00,Beverages,708,25,On-Time,5,DP-042,COD
O-100642,Hyderabad,2024-01-27 18:00:00,Beverages,1094,18,On-Time,3,DP-039,UPI
O-100643,Pune,2024-01-27 19:00:00,Household,189,14,Late,2,DP-003,Card
O-100644,Pune,2024-01-27 20:00:00,Beverages,1006,16,On-Time,1,DP-002,COD
O-100645,Hyderabad,2024-01-27 21:00:00,Household,748,8,On-Time,1,DP-006,COD
O-100646,Mumbai,2024-01-27 22:00:00,Bakery,1109,21,Late,1,DP-021,Card
O-100647,Bangalore,2024-01-27 23:00:00,Household,280,27,On-Time,1,DP-009,Card
O-100648,Mumbai,2024-01-28 00:00:00,Dairy,321,13,On-Time,3,DP-010,Card
O-100649,Delhi,2024-01-28 01:00:00,Beverages,832,14,On-Time,3,DP-036,Card
O-100650,Mumbai,2024-01-28 02:00:00,Household,221,17,On-Time,5,DP-003,Card
O-100651,Mumbai,2024-01-28 03:00:00,Household,192,14,On-Time,3,DP-041,Card
O-100652,Hyderabad,2024-01-28 04:00:00,Beverages,486,33,Late,1,DP-024,COD
O-100653,Hyderabad,2024-01-28 05:00:00,Bakery,437,9,On-Time,4,DP-022,Card
O-100654,Hyderabad,2024-01-28 06:00:00,Bakery,211,11,On-Time,4,DP-049,Card
O-100655,Pune,2024-01-28 07:00:00,Beverages,1032,28,On-Time,2,DP-014,COD
O-100656,Delhi,2024-01-28 08:00:00,Fruits & Veg,93,24,On-Time,2,DP-042,UPI
O-100657,Hyderabad,2024-01-28 09:00:00,Beverages,269,8,On-Time,3,DP-045,Card
O-100658,Bangalore,2024-01-28 10:00:00,Beverages,404,17,Cancel,4,DP-044,COD
O-100659,Pune,2024-01-28 11:00:00,Bakery,249,26,On-Time,1,DP-027,COD
O-100660,Chennai,2024-01-28 12:00:00,Bakery,1076,22,On-Time,1,DP-033,UPI
O-100661,Bangalore,2024-01-28 13:00:00,Beverages,523,17,On-Time,1,DP-022,Card
O-100662,Bangalore,2024-01-28 14:00:00,Beverages,1020,26,On-Time,3,DP-029,Card
O-100663,Hyderabad,2024-01-28 15:00:00,Beverages,215,19,On-Time,3,DP-019,Card
O-100664,Chennai,2024-01-28 16:00:00,Bakery,832,31,On-Time,5,DP-019,COD
O-100665,Chennai,2024-01-28 17:00:00,Beverages,1004,23,On-Time,1,DP-006,Card
O-100666,Pune,2024-01-28 18:00:00,Beverages,167,16,On-Time,1,DP-045,Card
O-100667,Chennai,2024-01-28 19:00:00,Snacks,313,22,On-Time,3,DP-019,Card
O-100668,Delhi,2024-01-28 20:00:00,Fruits & Veg,279,34,On-Time,3,DP-013,Card
O-100669,Hyderabad,2024-01-28 21:00:00,Dairy,634,24,Cancel,5,DP-026,UPI
O-100670,Chennai,2024-01-28 22:00:00,Fruits & Veg,319,21,On-Time,5,DP-022,UPI
O-100671,Pune,2024-01-28 23:00:00,Snacks,906,34,On-Time,2,DP-021,UPI
O-100672,Delhi,2024-01-29 00:00:00,Dairy,999,25,On-Time,4,DP-036,Card
O-100673,Mumbai,2024-01-29 01:00:00,Beverages,369,33,On-Time,1,DP-002,Card
O-100674,Mumbai,2024-01-29 02:00:00,Snacks,714,9,On-Time,1,DP-047,COD
O-100675,Delhi,2024-01-29 03:00:00,Beverages,930,11,On-Time,5,DP-044,COD
O-100676,Pune,2024-01-29 04:00:00,Bakery,91,25,On-Time,5,DP-030,COD
O-100677,Delhi,2024-01-29 05:00:00,Household,145,14,On-Time,2,DP-027,Card
O-100678,Hyderabad,2024-01-29 06:00:00,Snacks,379,20,On-Time,4,DP-007,UPI
O-100679,Hyderabad,2024-01-29 07:00:00,Bakery,1105,22,On-Time,2,DP-020,UPI
O-100680,Mumbai,2024-01-29 08:00:00,Snacks,891,32,On-Time,4,DP-050,UPI
O-100681,Chennai,2024-01-29 09:00:00,Snacks,895,30,On-Time,1,DP-031,Card
O-100682,Pune,2024-01-29 10:00:00,Bakery,267,29,On-Time,2,DP-023,UPI
O-100683,Mumbai,2024-01-29 11:00:00,Dairy,603,33,On-Time,5,DP-013,COD
O-100684,Chennai,2024-01-29 12:00:00,Fruits & Veg,245,8,On-Time,2,DP-017,COD
O-100685,Chennai,2024-01-29 13:00:00,Beverages,325,18,On-Time,2,DP-004,UPI
O-100686,Hyderabad,2024-01-29 14:00:00,Snacks,615,17,Late,1,DP-014,COD
O-100687,Bangalore,2024-01-29 15:00:00,Beverages,490,32,On-Time,5,DP-020,UPI
O-100688,Bangalore,2024-01-29 16:00:00,Household,868,12,On-Time,5,DP-013,UPI
O-100689,Delhi,2024-01-29 17:00:00,Bakery,99,23,On-Time,3,DP-003,COD
O-100690,Hyderabad,2024-01-29 18:00:00,Beverages,742,18,Cancel,3,DP-026,COD
O-100691,Chennai,2024-01-29 19:00:00,Bakery,1171,28,On-Time,3,DP-026,COD
O-100692,Pune,2024-01-29 20:00:00,Beverages,706,13,On-Time,1,DP-018,COD
O-100693,Bangalore,2024-01-29 21:00:00,Fruits & Veg,1191,16,On-Time,2,DP-032,UPI
O-100694,Chennai,2024-01-29 22:00:00,Fruits & Veg,579,20,On-Time,5,DP-014,COD
O-100695,Bangalore,2024-01-29 23:00:00,Fruits & Veg,410,31,On-Time,5,DP-047,COD
O-100696,Bangalore,2024-01-30 00:00:00,Fruits & Veg,499,15,On-Time,2,DP-003,Card
O-100697,Bangalore,2024-01-30 01:00:00,Fruits & Veg,573,21,Late,5,DP-001,COD
O-100698,Pune,2024-01-30 02:00:00,Fruits & Veg,1021,31,Cancel,2,DP-026,COD
O-100699,Hyderabad,2024-01-30 03:00:00,Bakery,704,8,On-Time,1,DP-024,UPI
O-100700,Pune,2024-01-30 04:00:00,Snacks,792,24,On-Time,1,DP-049,UPI
O-100701,Mumbai,2024-01-30 05:00:00,Beverages,413,31,Cancel,1,DP-035,Card
O-100702,Chennai,2024-01-30 06:00:00,Fruits & Veg,733,12,On-Time,2,DP-014,COD
O-100703,Hyderabad,2024-01-30 07:00:00,Bakery,1036,32,On-Time,2,DP-003,COD
O-100704,Hyderabad,2024-01-30 08:00:00,Bakery,503,9,On-Time,4,DP-013,COD
O-100705,Hyderabad,2024-01-30 09:00:00,Bakery,973,32,On-Time,5,DP-047,COD
O-100706,Hyderabad,2024-01-30 10:00:00,Snacks,213,31,On-Time,5,DP-050,COD
O-100707,Pune,2024-01-30 11:00:00,Beverages,1016,16,On-Time,4,DP-014,COD
O-100708,Hyderabad,2024-01-30 12:00:00,Snacks,616,11,On-Time,4,DP-021,Card
O-100709,Delhi,2024-01-30 13:00:00,Dairy,131,24,On-Time,1,DP-026,COD
O-100710,Chennai,2024-01-30 14:00:00,Bakery,732,24,On-Time,4,DP-003,COD
O-100711,Hyderabad,2024-01-30 15:00:00,Dairy,509,28,On-Time,2,DP-040,COD
O-100712,Chennai,2024-01-30 16:00:00,Household,458,25,Late,3,DP-004,Card
O-100713,Delhi,2024-01-30 17:00:00,Fruits & Veg,634,23,On-Time,2,DP-036,COD
O-100714,Delhi,2024-01-30 18:00:00,Fruits & Veg,268,15,On-Time,4,DP-043,Card
O-100715,Chennai,2024-01-30 19:00:00,Snacks,608,33,Cancel,5,DP-001,UPI
O-100716,Bangalore,2024-01-30 20:00:00,Beverages,592,18,Late,2,DP-040,COD
O-100717,Mumbai,2024-01-30 21:00:00,Dairy,790,28,On-Time,5,DP-047,Card
O-100718,Bangalore,2024-01-30 22:00:00,Beverages,825,28,On-Time,2,DP-033,UPI
O-100719,Bangalore,2024-01-30 23:00:00,Snacks,259,25,On-Time,5,DP-007,Card
O-100720,Pune,2024-01-31 00:00:00,Fruits & Veg,366,30,Late,2,DP-011,Card
O-100721,Bangalore,2024-01-31 01:00:00,Beverages,806,31,Cancel,5,DP-027,UPI
O-100722,Hyderabad,2024-01-31 02:00:00,Beverages,190,17,Late,3,DP-014,COD
O-100723,Pune,2024-01-31 03:00:00,Fruits & Veg,899,20,On-Time,1,DP-022,COD
O-100724,Pune,2024-01-31 04:00:00,Dairy,1147,24,On-Time,2,DP-016,Card
O-100725,Delhi,2024-01-31 05:00:00,Fruits & Veg,759,25,On-Time,3,DP-046,UPI
O-100726,Bangalore,2024-01-31 06:00:00,Beverages,156,17,On-Time,1,DP-012,COD
O-100727,Delhi,2024-01-31 07:00:00,Dairy,908,23,On-Time,2,DP-049,Card
O-100728,Chennai,2024-01-31 08:00:00,Dairy,407,27,On-Time,3,DP-046,UPI
O-100729,Mumbai,2024-01-31 09:00:00,Fruits & Veg,631,12,On-Time,3,DP-010,Card
O-100730,Pune,2024-01-31 10:00:00,Beverages,409,20,On-Time,3,DP-024,UPI
O-100731,Chennai,2024-01-31 11:00:00,Snacks,606,25,On-Time,4,DP-046,COD
O-100732,Chennai,2024-01-31 12:00:00,Beverages,295,24,On-Time,5,DP-018,COD
O-100733,Hyderabad,2024-01-31 13:00:00,Bakery,709,16,On-Time,1,DP-022,Card
O-100734,Mumbai,2024-01-31 14:00:00,Household,397,21,On-Time,5,DP-009,COD
O-100735,Chennai,2024-01-31 15:00:00,Snacks,77,24,Late,5,DP-017,COD
O-100736,Chennai,2024-01-31 16:00:00,Dairy,280,11,On-Time,5,DP-038,UPI
O-100737,Mumbai,2024-01-31 17:00:00,Snacks,114,25,Cancel,3,DP-040,COD
O-100738,Mumbai,2024-01-31 18:00:00,Dairy,133,34,On-Time,5,DP-013,UPI
O-100739,Chennai,2024-01-31 19:00:00,Dairy,1025,27,On-Time,4,DP-050,UPI
O-100740,Mumbai,2024-01-31 20:00:00,Snacks,648,31,On-Time,2,DP-037,Card
O-100741,Chennai,2024-01-31 21:00:00,Dairy,718,31,On-Time,3,DP-006,UPI
O-100742,Chennai,2024-01-31 22:00:00,Dairy,917,22,Late,1,DP-021,COD
O-100743,Hyderabad,2024-01-31 23:00:00,Bakery,693,18,On-Time,2,DP-036,UPI
O-100744,Bangalore,2024-02-01 00:00:00,Beverages,170,19,Late,2,DP-007,UPI
O-100745,Chennai,2024-02-01 01:00:00,Beverages,972,16,On-Time,2,DP-036,Card
O-100746,Delhi,2024-02-01 02:00:00,Household,1160,20,Late,5,DP-025,COD
O-100747,Pune,2024-02-01 03:00:00,Household,635,22,On-Time,5,DP-011,COD
O-100748,Bangalore,2024-02-01 04:00:00,Bakery,979,34,Late,3,DP-044,COD
O-100749,Bangalore,2024-02-01 05:00:00,Household,422,22,On-Time,5,DP-014,UPI
O-100750,Bangalore,2024-02-01 06:00:00,Snacks,745,12,On-Time,5,DP-045,COD
O-100751,Hyderabad,2024-02-01 07:00:00,Fruits & Veg,391,30,On-Time,5,DP-029,COD
O-100752,Chennai,2024-02-01 08:00:00,Fruits & Veg,793,26,Cancel,3,DP-010,UPI
O-100753,Hyderabad,2024-02-01 09:00:00,Fruits & Veg,1146,33,On-Time,3,DP-050,Card
O-100754,Chennai,2024-02-01 10:00:00,Bakery,324,27,On-Time,4,DP-048,Card
O-100755,Hyderabad,2024-02-01 11:00:00,Bakery,388,33,Late,4,DP-005,UPI
O-100756,Hyderabad,2024-02-01 12:00:00,Dairy,881,32,On-Time,4,DP-008,Card
O-100757,Pune,2024-02-01 13:00:00,Fruits & Veg,559,33,On-Time,4,DP-046,Card
O-100758,Delhi,2024-02-01 14:00:00,Snacks,118,33,On-Time,2,DP-005,Card
O-100759,Hyderabad,2024-02-01 15:00:00,Household,645,21,On-Time,2,DP-024,COD
O-100760,Pune,2024-02-01 16:00:00,Snacks,657,24,Late,4,DP-040,Card
O-100761,Mumbai,2024-02-01 17:00:00,Household,1190,25,Late,4,DP-026,COD
O-100762,Delhi,2024-02-01 18:00:00,Fruits & Veg,969,28,On-Time,1,DP-006,Card
O-100763,Hyderabad,2024-02-01 19:00:00,Fruits & Veg,294,10,Cancel,2,DP-016,COD
O-100764,Bangalore,2024-02-01 20:00:00,Fruits & Veg,999,9,On-Time,1,DP-036,UPI
O-100765,Mumbai,2024-02-01 21:00:00,Bakery,475,8,On-Time,1,DP-012,UPI
O-100766,Mumbai,2024-02-01 22:00:00,Household,801,17,On-Time,5,DP-011,Card
O-100767,Pune,2024-02-01 23:00:00,Bakery,1065,26,On-Time,3,DP-003,COD
O-100768,Mumbai,2024-02-02 00:00:00,Bakery,973,24,On-Time,2,DP-044,UPI
O-100769,Delhi,2024-02-02 01:00:00,Beverages,932,19,Cancel,4,DP-037,UPI
O-100770,Hyderabad,2024-02-02 02:00:00,Snacks,878,8,Late,4,DP-006,UPI
O-100771,Hyderabad,2024-02-02 03:00:00,Snacks,564,19,On-Time,3,DP-019,UPI
O-100772,Bangalore,2024-02-02 04:00:00,Dairy,1012,24,On-Time,2,DP-018,Card
O-100773,Pune,2024-02-02 05:00:00,Bakery,918,31,On-Time,4,DP-016,COD
O-100774,Bangalore,2024-02-02 06:00:00,Household,341,10,Cancel,4,DP-023,UPI
O-100775,Mumbai,2024-02-02 07:00:00,Beverages,128,18,Late,5,DP-043,Card
O-100776,Bangalore,2024-02-02 08:00:00,Beverages,602,24,On-Time,1,DP-037,UPI
O-100777,Delhi,2024-02-02 09:00:00,Snacks,690,30,Late,4,DP-009,UPI
O-100778,Hyderabad,2024-02-02 10:00:00,Bakery,1157,33,On-Time,2,DP-003,UPI
O-100779,Mumbai,2024-02-02 11:00:00,Dairy,1138,10,On-Time,3,DP-008,UPI
O-100780,Bangalore,2024-02-02 12:00:00,Bakery,1029,15,On-Time,5,DP-038,Card
O-100781,Pune,2024-02-02 13:00:00,Fruits & Veg,460,27,On-Time,2,DP-004,COD
O-100782,Delhi,2024-02-02 14:00:00,Bakery,808,11,On-Time,5,DP-012,Card
O-100783,Delhi,2024-02-02 15:00:00,Fruits & Veg,790,28,On-Time,1,DP-044,Card
O-100784,Bangalore,2024-02-02 16:00:00,Fruits & Veg,724,29,On-Time,4,DP-031,Card
O-100785,Hyderabad,2024-02-02 17:00:00,Dairy,374,14,On-Time,2,DP-025,UPI
O-100786,Bangalore,2024-02-02 18:00:00,Household,469,21,On-Time,3,DP-016,COD
O-100787,Mumbai,2024-02-02 19:00:00,Snacks,667,21,On-Time,1,DP-042,UPI
O-100788,Bangalore,2024-02-02 20:00:00,Bakery,588,11,On-Time,1,DP-014,Card
O-100789,Delhi,2024-02-02 21:00:00,Fruits & Veg,470,23,Cancel,5,DP-013,UPI
O-100790,Bangalore,2024-02-02 22:00:00,Bakery,445,31,On-Time,1,DP-041,COD
O-100791,Hyderabad,2024-02-02 23:00:00,Household,932,29,On-Time,2,DP-007,COD
O-100792,Pune,2024-02-03 00:00:00,Snacks,865,8,On-Time,5,DP-012,UPI
O-100793,Chennai,2024-02-03 01:00:00,Household,732,24,Late,1,DP-037,Card
O-100794,Bangalore,2024-02-03 02:00:00,Snacks,810,32,Cancel,3,DP-050,UPI
O-100795,Hyderabad,2024-02-03 03:00:00,Beverages,458,17,On-Time,2,DP-004,Card
O-100796,Hyderabad,2024-02-03 04:00:00,Snacks,136,29,On-Time,3,DP-002,COD
O-100797,Pune,2024-02-03 05:00:00,Dairy,579,23,Late,3,DP-035,UPI
O-100798,Delhi,2024-02-03 06:00:00,Household,313,23,On-Time,5,DP-044,COD
O-100799,Hyderabad,2024-02-03 07:00:00,Fruits & Veg,269,33,On-Time,4,DP-003,Card
O-100800,Hyderabad,2024-02-03 08:00:00,Beverages,752,15,On-Time,5,DP-004,Card
O-100801,Hyderabad,2024-02-03 09:00:00,Dairy,135,14,On-Time,2,DP-038,UPI
O-100802,Hyderabad,2024-02-03 10:00:00,Bakery,1064,13,On-Time,2,DP-012,UPI
O-100803,Mumbai,2024-02-03 11:00:00,Household,759,23,On-Time,5,DP-019,UPI
O-100804,Mumbai,2024-02-03 12:00:00,Fruits & Veg,230,27,On-Time,4,DP-010,COD
O-100805,Delhi,2024-02-03 13:00:00,Snacks,997,23,Cancel,5,DP-001,Card
O-100806,Bangalore,2024-02-03 14:00:00,Fruits & Veg,942,14,On-Time,2,DP-017,Card
O-100807,Hyderabad,2024-02-03 15:00:00,Bakery,977,16,Late,4,DP-016,COD
O-100808,Pune,2024-02-03 16:00:00,Beverages,1073,21,On-Time,2,DP-009,UPI
O-100809,Bangalore,2024-02-03 17:00:00,Beverages,1049,18,On-Time,4,DP-009,UPI
O-100810,Pune,2024-02-03 18:00:00,Household,462,33,On-Time,4,DP-009,COD
O-100811,Bangalore,2024-02-03 19:00:00,Beverages,961,33,Cancel,5,DP-012,Card
O-100812,Delhi,2024-02-03 20:00:00,Household,912,21,Late,5,DP-041,Card
O-100813,Hyderabad,2024-02-03 21:00:00,Household,414,14,On-Time,5,DP-015,Card
O-100814,Hyderabad,2024-02-03 22:00:00,Household,278,8,Late,4,DP-002,Card
O-100815,Chennai,2024-02-03 23:00:00,Snacks,235,33,On-Time,4,DP-011,COD
O-100816,Pune,2024-02-04 00:00:00,Dairy,466,32,Cancel,2,DP-011,Card
O-100817,Bangalore,2024-02-04 01:00:00,Household,843,20,On-Time,3,DP-008,COD
O-100818,Bangalore,2024-02-04 02:00:00,Household,649,27,Late,5,DP-032,UPI
O-100819,Mumbai,2024-02-04 03:00:00,Dairy,608,10,On-Time,2,DP-006,COD
O-100820,Chennai,2024-02-04 04:00:00,Fruits & Veg,1168,27,On-Time,2,DP-020,Card
O-100821,Mumbai,2024-02-04 05:00:00,Household,967,11,On-Time,1,DP-039,UPI
O-100822,Mumbai,2024-02-04 06:00:00,Snacks,479,33,On-Time,5,DP-035,COD
O-100823,Mumbai,2024-02-04 07:00:00,Beverages,682,18,On-Time,2,DP-008,COD
O-100824,Pune,2024-02-04 08:00:00,Beverages,902,9,On-Time,1,DP-050,COD
O-100825,Pune,2024-02-04 09:00:00,Bakery,764,21,On-Time,5,DP-049,UPI
O-100826,Delhi,2024-02-04 10:00:00,Bakery,976,19,On-Time,4,DP-043,COD
O-100827,Delhi,2024-02-04 11:00:00,Beverages,130,24,On-Time,1,DP-034,Card
O-100828,Mumbai,2024-02-04 12:00:00,Beverages,440,19,On-Time,4,DP-019,UPI
O-100829,Chennai,2024-02-04 13:00:00,Snacks,529,33,Cancel,3,DP-007,UPI
O-100830,Bangalore,2024-02-04 14:00:00,Dairy,178,19,On-Time,3,DP-031,COD
O-100831,Pune,2024-02-04 15:00:00,Bakery,151,8,On-Time,3,DP-018,Card
O-100832,Chennai,2024-02-04 16:00:00,Dairy,304,20,On-Time,3,DP-040,UPI
O-100833,Hyderabad,2024-02-04 17:00:00,Snacks,405,21,On-Time,2,DP-014,COD
O-100834,Pune,2024-02-04 18:00:00,Beverages,967,31,On-Time,3,DP-039,Card
O-100835,Pune,2024-02-04 19:00:00,Household,762,9,On-Time,2,DP-036,COD
O-100836,Delhi,2024-02-04 20:00:00,Dairy,101,19,On-Time,2,DP-017,COD
O-100837,Bangalore,2024-02-04 21:00:00,Beverages,373,33,Cancel,5,DP-037,UPI
O-100838,Bangalore,2024-02-04 22:00:00,Beverages,1031,28,On-Time,2,DP-044,UPI
O-100839,Hyderabad,2024-02-04 23:00:00,Fruits & Veg,873,23,On-Time,2,DP-009,COD
O-100840,Hyderabad,2024-02-05 00:00:00,Dairy,1189,11,On-Time,3,DP-020,UPI
O-100841,Pune,2024-02-05 01:00:00,Household,554,15,On-Time,2,DP-045,UPI
O-100842,Mumbai,2024-02-05 02:00:00,Dairy,647,9,Late,4,DP-028,Card
O-100843,Delhi,2024-02-05 03:00:00,Beverages,532,17,On-Time,3,DP-050,Card
O-100844,Delhi,2024-02-05 04:00:00,Household,439,16,On-Time,1,DP-020,COD
O-100845,Pune,2024-02-05 05:00:00,Snacks,933,30,On-Time,3,DP-041,COD
O-100846,Chennai,2024-02-05 06:00:00,Fruits & Veg,425,22,On-Time,2,DP-036,COD
O-100847,Mumbai,2024-02-05 07:00:00,Beverages,327,20,On-Time,4,DP-027,COD
O-100848,Pune,2024-02-05 08:00:00,Bakery,855,30,Late,3,DP-008,Card
O-100849,Mumbai,2024-02-05 09:00:00,Bakery,877,24,Late,4,DP-032,UPI
O-100850,Mumbai,2024-02-05 10:00:00,Fruits & Veg,1086,23,Late,1,DP-001,Card
O-100851,Mumbai,2024-02-05 11:00:00,Snacks,533,9,Late,1,DP-017,COD
O-100852,Pune,2024-02-05 12:00:00,Beverages,991,27,On-Time,5,DP-009,COD
O-100853,Delhi,2024-02-05 13:00:00,Dairy,573,27,On-Time,5,DP-020,Card
O-100854,Delhi,2024-02-05 14:00:00,Fruits & Veg,1024,34,Late,3,DP-045,Card
O-100855,Mumbai,2024-02-05 15:00:00,Snacks,582,21,Late,5,DP-032,COD
O-100856,Chennai,2024-02-05 16:00:00,Dairy,575,10,Late,4,DP-002,UPI
O-100857,Bangalore,2024-02-05 17:00:00,Bakery,877,30,On-Time,5,DP-032,COD
O-100858,Pune,2024-02-05 18:00:00,Bakery,672,19,On-Time,4,DP-045,Card
O-100859,Bangalore,2024-02-05 19:00:00,Dairy,240,15,Late,5,DP-009,COD
O-100860,Chennai,2024-02-05 20:00:00,Fruits & Veg,536,9,On-Time,5,DP-030,COD
O-100861,Pune,2024-02-05 21:00:00,Bakery,994,11,Cancel,5,DP-020,UPI
O-100862,Mumbai,2024-02-05 22:00:00,Beverages,188,21,On-Time,2,DP-038,COD
O-100863,Delhi,2024-02-05 23:00:00,Household,1066,23,On-Time,2,DP-001,COD
O-100864,Bangalore,2024-02-06 00:00:00,Dairy,281,26,On-Time,5,DP-005,COD
O-100865,Hyderabad,2024-02-06 01:00:00,Dairy,589,9,Late,4,DP-035,Card
O-100866,Hyderabad,2024-02-06 02:00:00,Bakery,783,19,On-Time,3,DP-036,Card
O-100867,Chennai,2024-02-06 03:00:00,Fruits & Veg,212,21,On-Time,1,DP-001,UPI
O-100868,Mumbai,2024-02-06 04:00:00,Beverages,413,13,Cancel,2,DP-014,COD
